iter	Passed	Remaining
1698	5725	1014
1699	5728	1010
1700	5730	1007
1701	5734	1003
1702	5737	1000
1703	5741	997
1704	5746	994
1705	5750	991
1706	5754	987
1707	5758	984
1708	5762	981
1709	5765	977
1710	5769	974
1711	5772	971
1712	5776	967
1713	5780	964
1714	5783	961
1715	5787	957
1716	5791	954
1717	5794	951
1718	5797	947
1719	5800	944
1720	5803	940
1721	5807	937
1722	5810	934
1723	5814	930
1724	5817	927
1725	5820	924
1726	5824	920
1727	5828	917
1728	5831	914
1729	5835	910
1730	5838	907
1731	5841	903
1732	5845	900
1733	5848	897
1734	5852	893
1735	5855	890
1736	5858	887
1737	5862	883
1738	5866	880
1739	5870	877
1740	5873	873
1741	5877	870
1742	5880	866
1743	5884	863
1744	5887	860
1745	5890	856
1746	5894	853
1747	5898	850
1748	5902	847
1749	5905	843
1750	5908	840
1751	5911	836
1752	5915	833
1753	5918	830
1754	5922	826
1755	5925	823
1756	5929	820
1757	5932	816
1758	5935	813
1759	5939	809
1760	5942	806
1761	5946	803
1762	5949	799
1763	5953	796
1764	5956	793
1765	5959	789
1766	5963	786
1767	5967	783
1768	5971	779
1769	5975	776
1770	5978	773
1771	5981	769
1772	5984	766
1773	5988	762
1774	5991	759
1775	5994	756
1776	5998	752
1777	6000	749
1778	6004	745
1779	6007	742
1780	6011	739
1781	6015	735
1782	6018	732
1783	6022	729
1784	6025	725
1785	6029	722
1786	6032	719
1787	6035	715
1788	6039	712
1789	6041	708
1790	6045	705
1791	6048	702
1792	6050	698
1793	6053	695
1794	6056	691
1795	6059	688
1796	6062	684
1797	6066	681
1798	6070	678
1799	6073	674
1800	6076	671
1801	6080	668
1802	6084	664
1803	6089	661
1804	6093	658
1805	6096	654
1806	6100	651
1807	6104	648
1808	6108	644
1809	6111	641
1810	6115	638
1811	6118	634
1812	6121	631
1813	6126	628
1814	6129	624
1815	6132	621
1816	6136	617
1817	6139	614
1818	6143	611
1819	6146	607
1820	6150	604
1821	6153	601
1822	6157	597
1823	6160	594
1824	6163	591
1825	6167	587
1826	6170	584
1827	6173	580
1828	6176	577
1829	6179	574
1830	6182	570
1831	6185	567
1832	6189	563
1833	6193	560
1834	6196	557
1835	6199	553
1836	6203	550
1837	6206	547
1838	6209	543
1839	6213	540
1840	6216	536
1841	6221	533
1842	6224	530
1843	6228	526
1844	6231	523
1845	6234	520
1846	6237	516
1847	6241	513
1848	6244	509
1849	6247	506
1850	6251	503
1851	6254	499
1852	6257	496
1853	6262	493
1854	6265	489
1855	6268	486
1856	6272	483
1857	6275	479
1858	6279	476
1859	6282	472
1860	6285	469
1861	6289	466
1862	6292	462
1863	6295	459
1864	6299	455
1865	6302	452
1866	6305	449
1867	6308	445
1868	6311	442
1869	6314	438
1870	6318	435
1871	6321	432
1872	6325	428
1873	6328	425
1874	6331	422
1875	6334	418
1876	6337	415
1877	6340	411
1878	6343	408
1879	6346	405
1880	6349	401
1881	6352	398
1882	6356	394
1883	6359	391
1884	6363	388
1885	6366	384
1886	6369	381
1887	6372	378
1888	6376	374
1889	6379	371
1890	6382	367
1891	6386	364
1892	6389	361
1893	6392	357
1894	6395	354
1895	6398	350
1896	6402	347
1897	6405	344
1898	6408	340
1899	6412	337
1900	6415	334
1901	6419	330
1902	6424	327
1903	6428	324
1904	6431	320
1905	6435	317
1906	6438	314
1907	6443	310
1908	6446	307
1909	6450	303
1910	6453	300
1911	6457	297
1912	6460	293
1913	6465	290
1914	6469	287
1915	6472	283
1916	6476	280
1917	6479	277
1918	6482	273
1919	6485	270
1920	6489	266
1921	6491	263
1922	6495	260
1923	6498	256
1924	6501	253
1925	6504	249
1926	6507	246
1927	6511	243
1928	6515	239
1929	6519	236
1930	6522	233
1931	6526	229
1932	6529	226
1933	6532	222
1934	6536	219
1935	6539	216
1936	6543	212
1937	6547	209
1938	6550	206
1939	6554	202
1940	6557	199
1941	6560	195
1942	6563	192
1943	6566	189
1944	6569	185
1945	6573	182
1946	6576	179
1947	6580	175
1948	6583	172
1949	6587	168
1950	6590	165
1951	6594	162
1952	6597	158
1953	6601	155
1954	6604	152
1955	6607	148
1956	6610	145
1957	6614	141
1958	6618	138
1959	6621	135
1960	6625	131
1961	6628	128
1962	6632	125
1963	6635	121
1964	6638	118
1965	6642	114
1966	6645	111
1967	6648	108
1968	6652	104
1969	6655	101
1970	6659	97
1971	6663	94
1972	6667	91
1973	6670	87
1974	6675	84
1975	6678	81
1976	6682	77
1977	6686	74
1978	6689	70
1979	6692	67
1980	6696	64
1981	6700	60
1982	6704	57
1983	6707	54
1984	6711	50
1985	6714	47
1986	6718	43
1987	6722	40
1988	6725	37
1989	6728	33
1990	6731	30
1991	6735	27
1992	6739	23
1993	6742	20
1994	6746	16
1995	6750	13
1996	6753	10
1997	6756	6
1998	6760	3
1999	6763	0
