iter	MultiClass
1528	0.145968582
1529	0.1457568338
1530	0.145570236
1531	0.1455366995
1532	0.1453494
1533	0.1452937442
1534	0.1451519406
1535	0.1450435338
1536	0.1449130624
1537	0.1447515501
1538	0.1446616048
1539	0.1445485961
1540	0.1444679719
1541	0.1443692947
1542	0.1442773766
1543	0.1442366812
1544	0.1442041776
1545	0.1440695653
1546	0.1440150358
1547	0.1439116095
1548	0.143855626
1549	0.1437245894
1550	0.1435883395
1551	0.1435176376
1552	0.1434647237
1553	0.1433670301
1554	0.1432420243
1555	0.1431417164
1556	0.1430814223
1557	0.1429578712
1558	0.1428308578
1559	0.142671532
1560	0.1425956171
1561	0.1425626846
1562	0.1425214706
1563	0.1424727707
1564	0.1423215285
1565	0.1422509141
1566	0.142228144
1567	0.1421587912
1568	0.1419799612
1569	0.141812906
1570	0.1417435498
1571	0.1416097511
1572	0.1414746612
1573	0.1414151204
1574	0.1413022327
1575	0.1412402103
1576	0.1411535767
1577	0.1410736206
1578	0.141009674
1579	0.1408674851
1580	0.1407170234
1581	0.1406451784
1582	0.1405693868
1583	0.1404323022
1584	0.1403938765
1585	0.1403163882
1586	0.1401693668
1587	0.1401016041
1588	0.1400167431
1589	0.1399541515
1590	0.139847595
1591	0.1396791506
1592	0.1395344349
1593	0.1393961086
1594	0.1393360632
1595	0.1391789625
1596	0.139109579
1597	0.1390156124
1598	0.1387907842
1599	0.1386609872
1600	0.1386441762
1601	0.138628809
1602	0.138602835
1603	0.1385763701
1604	0.1385530821
1605	0.1384926361
1606	0.1384671452
1607	0.1384382692
1608	0.1382986419
1609	0.1381783881
1610	0.1380714433
1611	0.1378376419
1612	0.137778302
1613	0.1376401423
1614	0.1374915606
1615	0.1373759854
1616	0.1373145918
1617	0.1372348127
1618	0.137203283
1619	0.1371496193
1620	0.1370140202
1621	0.1369836323
1622	0.136940366
1623	0.1368490573
1624	0.1368295158
1625	0.1367349493
1626	0.1365951883
1627	0.1363929193
1628	0.1363822432
1629	0.136313359
1630	0.1361519435
1631	0.1361181632
1632	0.1360459036
1633	0.135917414
1634	0.13584315
1635	0.1357290946
1636	0.1356635187
1637	0.1355712678
1638	0.1354610909
1639	0.1353651514
1640	0.1353460724
1641	0.135318013
1642	0.135192325
1643	0.1350545671
1644	0.1349321416
1645	0.1348808557
1646	0.134840347
1647	0.1347842086
1648	0.1346650357
1649	0.1345199884
1650	0.1344922057
1651	0.1344599763
1652	0.1343914968
1653	0.1342938995
1654	0.1341719818
1655	0.1340410044
1656	0.1340296906
1657	0.1339516704
1658	0.1339074203
1659	0.133870414
1660	0.1337216739
1661	0.1336375895
1662	0.1335422784
1663	0.1334193273
1664	0.1332150489
1665	0.1331401718
1666	0.1330661061
1667	0.1329832276
1668	0.132921759
1669	0.1327772499
1670	0.1326648556
1671	0.1326050557
1672	0.1325551346
1673	0.1324042049
1674	0.1323947368
1675	0.1323527672
1676	0.1323002024
1677	0.1322450072
1678	0.1321498517
1679	0.1321436627
1680	0.1321244163
1681	0.1320260676
1682	0.1319858465
1683	0.1319235116
1684	0.1318558671
1685	0.1318137521
1686	0.1316466484
1687	0.1315725054
1688	0.1314648563
1689	0.1314560339
1690	0.1313989861
1691	0.1312198391
1692	0.131150259
1693	0.1310604137
1694	0.1309674234
1695	0.1308471658
1696	0.1306681353
1697	0.1306194743
1698	0.1305376253
1699	0.1303553499
1700	0.1302298948
1701	0.1301483543
1702	0.1300260643
1703	0.1299356329
1704	0.1298854561
1705	0.1297413241
1706	0.1296231382
1707	0.1295160256
1708	0.1294486887
1709	0.1293301244
1710	0.129282693
1711	0.129180882
1712	0.1291002777
1713	0.1290418899
1714	0.1289825236
1715	0.1289046778
1716	0.1288942376
1717	0.1287698849
1718	0.128684798
1719	0.1285519811
1720	0.128437561
1721	0.1283658242
1722	0.1283317438
1723	0.1282404411
1724	0.1281094678
1725	0.1280851732
1726	0.1280143895
1727	0.1279528135
1728	0.1278518742
1729	0.1276947634
1730	0.1276390116
1731	0.12757286
1732	0.1274720346
1733	0.1273859624
1734	0.1273127809
1735	0.1272196309
1736	0.1272077451
1737	0.1270697157
1738	0.1270085013
1739	0.12692964
1740	0.1267765923
1741	0.1267307869
1742	0.1265467309
1743	0.126533811
1744	0.1264208638
1745	0.1263770599
1746	0.1263044274
1747	0.1262670467
1748	0.1262202336
1749	0.1260911567
1750	0.1260114433
1751	0.1259050854
1752	0.1258081793
1753	0.1256802097
1754	0.1256048499
1755	0.1255451822
1756	0.1254292728
1757	0.1253106537
1758	0.1252622759
1759	0.1252226634
1760	0.1251534279
1761	0.1250643783
1762	0.1249098462
1763	0.1248318314
1764	0.1247793676
1765	0.1247256545
1766	0.1246512605
1767	0.1245509706
1768	0.1245372319
1769	0.1244930761
1770	0.1244016598
1771	0.124335091
1772	0.1242330125
1773	0.1242105884
1774	0.124155434
1775	0.1240594716
1776	0.123987922
1777	0.1238678148
1778	0.1238136686
1779	0.1237043511
1780	0.1236469366
1781	0.1235233235
1782	0.123437699
1783	0.1233817508
1784	0.1233679765
1785	0.1232894108
1786	0.1232818822
1787	0.1232644401
1788	0.1231869741
1789	0.1230504707
1790	0.1229596291
1791	0.1228400624
1792	0.1228257105
1793	0.122786028
1794	0.1227215195
1795	0.1226614604
1796	0.122569423
1797	0.1224768202
1798	0.1224180153
1799	0.1223591524
1800	0.1223209209
1801	0.122118448
1802	0.1219925511
1803	0.1218990386
1804	0.1217449448
1805	0.1216874652
1806	0.1216109295
1807	0.1215067542
1808	0.121455506
1809	0.1214069755
1810	0.1213194936
1811	0.1212906987
1812	0.1212721516
1813	0.1211436194
1814	0.1210362373
1815	0.1209994063
1816	0.120961229
1817	0.1208951915
1818	0.1208179014
1819	0.1207142403
1820	0.1206363344
1821	0.120471085
1822	0.1204542454
1823	0.1203751127
1824	0.1203707166
1825	0.1202921415
1826	0.1201624817
1827	0.1201003491
1828	0.1200539387
1829	0.1200085476
1830	0.1198715231
1831	0.1197736302
1832	0.1197155685
1833	0.1196664586
1834	0.1195336292
1835	0.1194735434
1836	0.1194150494
1837	0.1194077404
1838	0.1193557
1839	0.1192904782
1840	0.1192081482
1841	0.1190595684
1842	0.1190123062
1843	0.1188855001
1844	0.1188164596
1845	0.1187700931
1846	0.1186802297
1847	0.1186212256
1848	0.1184808086
1849	0.1183721455
1850	0.1183227527
1851	0.118233594
1852	0.1181509982
1853	0.1181156885
1854	0.1180627649
1855	0.1179871739
1856	0.1179095021
1857	0.1178421744
1858	0.1178224115
1859	0.1176561927
1860	0.1176130126
1861	0.117588516
1862	0.1174773173
1863	0.1174669745
1864	0.1174099552
1865	0.117346048
1866	0.1173189663
1867	0.11724332
1868	0.1172075608
1869	0.11707522
1870	0.1170082134
1871	0.1169499377
1872	0.1168923673
1873	0.1168021108
1874	0.1167661882
1875	0.1167186225
1876	0.1166424463
1877	0.1166066541
1878	0.1164794519
1879	0.1164068578
1880	0.1163281176
1881	0.1162068858
1882	0.1161324339
1883	0.1160682998
1884	0.1159526047
1885	0.1159107214
1886	0.115813537
1887	0.1157664081
1888	0.1156847028
1889	0.1156558258
1890	0.1156127461
1891	0.1155930545
1892	0.1155163139
1893	0.1154507402
1894	0.1153650271
1895	0.1152396064
1896	0.1151276646
1897	0.1150084422
1898	0.1148985116
1899	0.1147796755
1900	0.1147418501
1901	0.1146631113
1902	0.1146075683
1903	0.1144812497
1904	0.1143854051
1905	0.1142498218
1906	0.1141598522
1907	0.1140661072
1908	0.1139792528
1909	0.1138799872
1910	0.1137221066
1911	0.1136542139
1912	0.1135498793
1913	0.1135149172
1914	0.1134529362
1915	0.1133632018
1916	0.1133372125
1917	0.113241678
1918	0.1131018986
1919	0.1130690908
1920	0.1129938648
1921	0.112938102
1922	0.1128944874
1923	0.1128158068
1924	0.1127781814
1925	0.1127432877
1926	0.1127079158
1927	0.1126510106
1928	0.112612608
1929	0.1126090631
1930	0.1124878802
1931	0.112436978
1932	0.1124275723
1933	0.1122980419
1934	0.1122108991
1935	0.112175668
1936	0.1120687217
1937	0.112017686
1938	0.1119251598
1939	0.1118482077
1940	0.1117793485
1941	0.1117137288
1942	0.1116970703
1943	0.1115676678
1944	0.1115413281
1945	0.1114664227
1946	0.1113978641
1947	0.1113417573
1948	0.1112913198
1949	0.1112278668
1950	0.1111720932
1951	0.1110604872
1952	0.1109359501
1953	0.1108952531
1954	0.1108720166
1955	0.1107988563
1956	0.1107616781
1957	0.1107407249
1958	0.110677825
1959	0.1106291611
1960	0.1104894265
1961	0.1104005105
1962	0.1102972679
1963	0.1102943743
1964	0.1102290658
1965	0.1101281097
1966	0.1101040149
1967	0.1100534926
1968	0.1099666511
1969	0.1098815721
1970	0.1098169453
1971	0.1097853303
1972	0.1097246736
1973	0.1096079661
1974	0.1095804052
1975	0.109522051
1976	0.109473413
1977	0.1093876469
1978	0.1093057029
1979	0.1092425174
1980	0.1091569088
1981	0.1090824345
1982	0.109056282
1983	0.1090246627
1984	0.1089388954
1985	0.1088227403
1986	0.1087525137
1987	0.1087306521
1988	0.1086814984
1989	0.1086437159
1990	0.1085558165
1991	0.1084963037
1992	0.1083721277
1993	0.1083140484
1994	0.1082523466
1995	0.1082288394
1996	0.1082083317
1997	0.1081266076
1998	0.1080180838
1999	0.1079972827
